Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
0.0,0.01,10.58,10.58,11.01,0.0,0.0,107.0,133.0,118.0,133.42,0.0,2.94,,,,,,,,,0.0
0.05,0.01,10.75,10.67,11.01,0.0,0.16,107.0,133.0,118.0,133.42,0.0,2.96,-0.008,0.454,0.0,0.0,,,,,0.0
0.1,0.0,7.77,9.7,11.01,0.0,0.28,107.0,133.0,118.0,133.42,0.0,2.69,-0.037,-5.365,0.0,0.0,0.0,0.0,0.0,,0.0
0.15000000000000002,0.0,4.89,8.5,11.01,0.0,0.36,107.0,133.0,118.0,133.42,0.0,2.36,0.0,-6.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.29,6.86,11.01,0.0,0.39,107.0,133.0,118.0,133.42,0.0,1.9,0.0,-9.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,1.26,5.92,11.01,0.0,0.4,107.0,133.0,118.0,133.42,0.0,1.65,0.0,-5.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,1.82,5.34,11.01,0.0,0.43,107.0,133.0,118.0,133.42,0.0,1.48,0.0,-3.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.0,2.03,4.92,11.01,0.0,0.45,107.0,133.0,118.0,133.42,0.0,1.37,0.0,-2.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,1.97,4.6,11.01,0.0,0.48,107.0,133.0,118.0,133.42,0.0,1.28,0.0,-1.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,1.73,4.31,11.01,0.0,0.51,107.0,133.0,118.0,133.42,0.0,1.2,0.0,-1.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.39,3.39,11.01,0.0,0.53,107.0,133.0,118.0,133.42,0.0,0.94,0.0,-5.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,1.01,2.41,11.01,0.0,0.55,107.0,133.0,118.0,133.42,0.0,0.67,0.0,-5.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,0.64,1.7,11.01,0.0,0.56,107.0,133.0,118.0,133.42,0.0,0.47,0.0,-3.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.32,1.24,11.01,0.0,0.56,107.0,133.0,118.0,133.42,0.0,0.35,0.0,-2.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.06,1.22,11.01,0.0,0.56,107.0,133.0,118.0,133.42,0.0,0.34,0.0,-0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.13,1.11,11.01,0.0,0.57,107.0,133.0,118.0,133.42,0.0,0.31,0.0,-0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.25,0.95,11.01,0.0,0.57,107.0,133.0,118.0,133.42,0.0,0.26,0.0,-0.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8500000000000001,0.0,0.31,0.78,11.01,0.0,0.57,107.0,133.0,118.0,133.42,0.0,0.22,0.0,-0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.32,0.61,11.01,0.0,0.58,107.0,133.0,118.0,133.42,0.0,0.17,0.0,-0.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,0.0,0.29,0.47,11.01,0.0,0.58,107.0,133.0,118.0,133.42,0.0,0.13,0.0,-0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.24,0.36,11.01,0.0,0.58,107.0,133.0,118.0,133.42,0.0,0.1,0.0,-0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.05,0.0,0.19,0.27,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.08,0.0,-0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1,0.0,0.13,0.22,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.06,0.0,-0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1500000000000001,0.0,0.07,0.2,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.05,0.0,-0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2000000000000002,0.0,0.03,0.19,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.05,0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.0,0.01,0.18,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.05,0.0,-0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3,0.0,0.03,0.16,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.04,0.0,-0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.35,0.0,0.0,0.13,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.04,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4000000000000001,0.0,0.0,0.1,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.03,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4500000000000002,0.0,0.0,0.07,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.02,0.0,-0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.05,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.01,0.0,-0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.55,0.0,0.0,0.03,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.01,0.0,-0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6,0.0,0.0,0.01,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,-0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6500000000000001,0.0,0.0,0.01,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,-0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7000000000000002,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,-0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.85,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9000000000000001,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9500000000000002,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0500000000000003,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.15,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3000000000000003,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.35,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4000000000000004,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.45,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5500000000000003,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6500000000000004,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.75,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8000000000000003,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.85,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9000000000000004,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.95,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0500000000000003,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1500000000000004,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.25,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3000000000000003,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.35,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4000000000000004,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.45,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5500000000000003,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6500000000000004,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8000000000000003,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.85,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9000000000000004,0.0,0.0,0.0,11.01,0.0,0.59,107.0,133.0,118.0,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
